"Index","Open","High","Low","Close","Volume","Adjusted"
2012-01-19,119.010002,119.989998,118.660004,119.989998,3116,119.989998
2012-01-20,119.910004,120.040001,119.07,119.690002,5173,119.690002
2012-01-23,119.370003,120.720001,118.93,120.260002,11593,120.260002
2012-01-24,119.010002,119.839996,118.449997,119.839996,1904,119.839996
2012-01-25,120.529999,120.529999,118.989998,119.959999,1002,119.959999
2012-01-26,120.769997,122.230003,120.32,122.089996,461,122.089996
2012-01-27,121.639999,122.610001,121.260002,121.639999,1068,121.639999
2012-01-30,120.660004,121.029999,119.889999,120.279999,689,120.279999
2012-01-31,121.25,121.889999,120.519997,120.629997,1811,120.629997
2012-02-01,121.190002,123.660004,121.190002,123.519997,5359,123.519997
2012-02-02,123.809998,124.300003,123.339996,124.279999,3928,124.279999
2012-02-03,124.129997,126.339996,124.010002,126.220001,3668,126.220001
2012-02-06,125.910004,126.300003,125.519997,126.230003,7095,126.230003
2012-02-07,126.57,126.57,124.82,126.029999,3620,126.029999
2012-02-08,127.120003,127.32,125.910004,125.910004,2392,125.910004
2012-02-09,126.540001,127.230003,125.959999,126.68,534,126.68
2012-02-10,125.459999,125.739998,124.260002,124.959999,1096,124.959999
2012-02-13,125.82,126.040001,125.339996,125.75,336,125.75
2012-02-14,125.230003,126.419998,125.139999,125.559998,2600,125.559998
2012-02-15,126.75,127.279999,125.769997,126.199997,446,126.199997
2012-02-16,124.599998,125.989998,124.190002,125.989998,396,125.989998
2012-02-17,127.18,128.130005,126.790001,127.739998,953,127.739998
2012-02-20,128.589996,129.649994,128.399994,129.580002,857,129.580002
2012-02-21,129.570007,129.660004,128.190002,128.809998,929,128.809998
2012-02-22,128.820007,128.820007,127.57,127.68,616,127.68
2012-02-23,127.669998,128.669998,125.959999,127.150002,770,127.150002
2012-02-24,128.380005,128.380005,127.68,128.130005,530,128.130005
2012-02-27,127.239998,127.809998,126.260002,127.809998,1282,127.809998
2012-02-28,128.119995,128.550003,127.410004,128.550003,1621,128.550003
2012-02-29,129.020004,129.850006,127.870003,127.870003,880,127.870003
2012-03-01,127.07,129.339996,127.07,129.339996,471,129.339996
2012-03-02,129.619995,129.619995,129,129.059998,495,129.059998
2012-03-05,128.160004,128.550003,127.330002,128.110001,534,128.110001
2012-03-06,127.330002,127.330002,123.75,123.75,1303,123.75
2012-03-07,123.870003,124.510002,123.720001,124.510002,786,124.510002
2012-03-08,125.440002,127.639999,125.440002,127.629997,9154,127.629997
2012-03-09,127.830002,128.970001,127.809998,128.449997,6393,128.449997
2012-03-12,128.199997,129.029999,128.199997,128.850006,795,128.850006
2012-03-13,129.850006,131.029999,129.779999,130.570007,332,130.570007
2012-03-14,131.25,132.339996,131.25,132.089996,615,132.089996
2012-03-15,132.149994,133.220001,132.139999,133.220001,272,133.220001
2012-03-16,133.139999,133.860001,133.089996,133.389999,1623,133.389999
2012-03-19,132.720001,133.289993,132.220001,133.289993,1332,133.289993
2012-03-20,132.550003,132.550003,130.639999,131.289993,454,131.289993
2012-03-21,132.169998,132.339996,130.880005,131.720001,760,131.720001
2012-03-22,131.289993,131.570007,129.520004,130.190002,1972,130.190002
2012-03-23,130.369995,130.979996,129.229996,130.539993,566,130.539993
2012-03-26,130.979996,132.089996,130.089996,132.089996,622,132.089996
2012-03-27,132.649994,133.240005,132.029999,132.029999,298,132.029999
2012-03-28,131.649994,132.229996,130.509995,130.509995,300,130.509995
2012-03-29,130.050003,130.330002,127.75,128.220001,4717,128.220001
2012-03-30,129.110001,129.770004,129.110001,129.669998,336,129.669998
2012-04-02,130,131.160004,129.580002,131.710007,1738,131.710007
2012-04-03,131.580002,132.070007,131.399994,130.320007,164,130.320007
2012-04-04,126.720001,129.509995,126.529999,126.720001,1087,126.720001
2012-04-05,127.470001,127.480003,124.769997,126.540001,1564,126.540001
2012-04-10,125.269997,125.610001,123.5,123.5,800,123.5
2012-04-11,123.510002,125.330002,123.449997,124.540001,410,124.540001
2012-04-12,125.400002,125.730003,124.660004,126.059998,743,126.059998
2012-04-13,125.290001,125.290001,123.279999,123.169998,584,123.169998
2012-04-16,123.120003,124.739998,122.519997,123.959999,584,123.959999
2012-04-17,124.360001,127.010002,124.050003,127.110001,1892,127.110001
2012-04-18,126.809998,127.209999,125.790001,125.919998,747,125.919998
2012-04-19,126.68,126.860001,125.169998,124.790001,835,124.790001
2012-04-20,124.699997,126,124.699997,126.110001,714,126.110001
2012-04-23,124.239998,124.239998,121.449997,121.870003,10570,121.870003
2012-04-24,122.709999,123.190002,121.980003,123.190002,145,123.190002
2012-04-25,124.029999,125.629997,124.029999,125.339996,1057,125.339996
2012-04-26,125.25,126.07,124.690002,126.050003,311,126.050003
2012-04-27,124.760002,127.68,124.730003,127.330002,3805,127.330002
2012-04-30,128.429993,128.429993,126.660004,126.480003,560,126.480003
2012-05-02,128,128,125.269997,125.57,1056,125.57
2012-05-03,126.980003,127.07,125,125.379997,624,125.379997
2012-05-04,125,125,123.279999,122.809998,1195,122.809998
2012-05-07,120.220001,122.860001,120.139999,122.860001,11254,122.860001
2012-05-08,122.489998,122.610001,120.309998,120.669998,8227,120.669998
2012-05-09,120.82,121.410004,119.580002,121.209999,1763,121.209999
2012-05-10,122.059998,122.059998,120.82,121.790001,1707,121.790001
2012-05-11,120.839996,122.050003,120.769997,122.980003,473,122.980003
2012-05-14,121.209999,121.510002,119.839996,120.580002,736,120.580002
2012-05-15,121.349998,121.349998,118.900002,119.800003,7149,119.800003
2012-05-16,117.82,120.150002,117.82,119.379997,8377,119.379997
2012-05-17,118.879997,118.879997,117.669998,117.830002,162,117.830002
2012-05-18,116.790001,117.910004,116.790001,116.980003,2085,116.980003
2012-05-21,116.730003,118.190002,116.730003,118.190002,306,118.190002
2012-05-22,119.269997,120.220001,118.889999,120.139999,185,120.139999
2012-05-23,118.5,118.639999,117.389999,117.43,145,117.43
2012-05-24,118.309998,118.379997,116.720001,117.970001,7646,117.970001
2012-05-25,118.339996,119.360001,117.489998,118.209999,681,118.209999
2012-05-28,119.120003,119.730003,118.059998,118.059998,72,118.059998
2012-05-29,118.68,120.290001,118.489998,119.440002,1154,119.440002
2012-05-30,118.389999,118.970001,116.989998,117.370003,7486,117.370003
2012-05-31,117.449997,118.059998,116.019997,116.870003,3345,116.870003
2012-06-01,116.629997,116.629997,112.279999,112.949997,713,112.949997
2012-06-04,111.870003,111.870003,111.260002,111.57,230,111.57
2012-06-05,112.07,112.07,110.519997,111.459999,5626,111.459999
2012-06-06,112.510002,113.839996,112.160004,113.839996,7330,113.839996
2012-06-07,114.349998,116.370003,114.199997,114.879997,1910,114.879997
2012-06-08,113.980003,114.510002,113.349998,114.510002,1683,114.510002
2012-06-11,116.849998,117.120003,114.830002,114.830002,311,114.830002
2012-06-12,115,115.550003,114.290001,115.080002,234,115.080002
2012-06-13,115.370003,115.919998,114.209999,114.760002,492,114.760002
2012-06-14,114,114.790001,113.489998,114.480003,1196,114.480003
2012-06-15,115.139999,116.269997,115.139999,116.139999,4991,116.139999
2012-06-18,117.239998,117.709999,116.480003,116.5,498,116.5
2012-06-19,116.75,118.68,116.400002,118.68,530,118.68
2012-06-20,118.639999,119.269997,118.540001,119.269997,454,119.269997
2012-06-21,118.599998,119.809998,118.349998,118.349998,850,118.349998
2012-06-22,116.800003,117.540001,116.620003,116.620003,2419,116.620003
2012-06-25,115.25,115.5,114.220001,114.410004,1259,114.410004
2012-06-26,114.709999,114.93,113.790001,114.309998,1965,114.309998
2012-06-27,114.57,115.93,114.139999,115.93,1476,115.93
2012-06-28,115.07,116.18,113.650002,114.5,5757,114.5
2012-06-29,116.870003,119.440002,116.809998,119.440002,4310,119.440002
2012-07-02,119.019997,121.160004,119.019997,120.940002,1608,120.940002
2012-07-03,121.779999,122.580002,121.260002,122.580002,1333,122.580002
2012-07-04,122.300003,122.449997,121.769997,122.449997,462,122.449997
2012-07-05,122.470001,123.68,121.129997,121.940002,1893,121.940002
2012-07-06,121.32,121.75,119.639999,119.639999,288,119.639999
2012-07-09,119.050003,119.620003,118.940002,119.209999,182,119.209999
2012-07-10,118.830002,120.93,118.709999,120.18,415,120.18
2012-07-11,119.739998,120.459999,119.529999,120.330002,1691,120.330002
2012-07-12,119.010002,120.050003,119.010002,119.75,407,119.75
2012-07-13,120.25,122.32,120.25,122.32,308,122.32
2012-07-16,122.190002,122.5,122.089996,122.5,649,122.5
2012-07-17,123.050003,123.050003,122.029999,122.629997,177,122.629997
2012-07-18,123,124.620003,122.690002,124.620003,914,124.620003
2012-07-19,125.019997,126.260002,125.019997,126.019997,381,126.019997
2012-07-20,125.720001,126.330002,123.629997,123.629997,568,123.629997
2012-07-23,122.160004,122.5,119.010002,119.809998,221,119.809998
2012-07-24,119.800003,119.839996,119.300003,119.300003,176,119.300003
2012-07-25,119.150002,120.43,119.129997,119.589996,841,119.589996
2012-07-26,119.089996,122.730003,118.360001,122.730003,7117,122.730003
2012-07-27,123.160004,124.68,121.730003,124.68,412,124.68
2012-07-30,125.309998,126.290001,125.18,126.290001,253,126.290001
2012-07-31,126.400002,126.889999,125.989998,126.18,588,126.18
2012-08-01,126.440002,126.440002,125.769997,125.870003,3206,125.870003
2012-08-02,125.949997,126.660004,123.029999,123.029999,4444,123.029999
2012-08-03,123.699997,127.949997,123.489998,127.93,5108,127.93
2012-08-06,127.57,129.149994,127.57,129.020004,2027,129.020004
2012-08-07,129.949997,130,128.800003,129.850006,251,129.850006
2012-08-08,129.149994,129.720001,128.860001,129.720001,567,129.720001
2012-08-09,129.809998,130,128.639999,129.690002,943,129.690002
2012-08-10,129.190002,129.350006,128.589996,129.350006,519,129.350006
2012-08-13,129.160004,129.809998,128.309998,128.740005,3282,128.740005
2012-08-14,129.600006,129.770004,129.600006,129.770004,9999,129.770004
2012-08-15,129.300003,129.630005,128.759995,129.350006,300,129.350006
2012-08-16,129.300003,130.229996,129.270004,130.229996,198,130.229996
2012-08-17,130.440002,131.190002,130.410004,131.190002,263,131.190002
2012-08-20,131.470001,131.800003,130.800003,130.940002,807,130.940002
2012-08-21,131.660004,132.190002,131.399994,132,519,132
2012-08-22,131.130005,131.210007,130.619995,130.679993,1583,130.679993
2012-08-23,131.5,131.759995,129.429993,129.509995,203,129.509995
2012-08-24,129.520004,129.759995,128.220001,129.759995,435,129.759995
2012-08-27,129.309998,131.070007,129.309998,131.070007,151,131.070007
2012-08-28,130.25,130.639999,130.080002,130.259995,722,130.259995
2012-08-29,129.960007,130.639999,129.479996,130.429993,939,130.429993
2012-08-30,129.820007,129.820007,128.259995,128.360001,2179,128.360001
2012-08-31,128.809998,130.050003,128.259995,129.690002,426,129.690002
2012-09-03,129.339996,130.410004,129.339996,130.410004,3201,130.410004
2012-09-04,130.139999,130.139999,128.949997,128.949997,2638,128.949997
2012-09-05,129.080002,129.690002,128.410004,129.5,294,129.5
2012-09-06,130.289993,133.089996,130.110001,133.089996,9461,133.089996
2012-09-07,134.029999,134.410004,133.559998,134.080002,2949,134.080002
2012-09-10,133.960007,134.179993,133.869995,134.039993,439,134.039993
2012-09-11,133.789993,135.630005,133.660004,135.630005,2688,135.630005
2012-09-12,135.830002,137.169998,135.729996,136.289993,1307,136.289993
2012-09-13,136.309998,136.449997,135.710007,135.710007,156,135.710007
2012-09-14,137.649994,138.119995,137.539993,137.679993,5595,137.679993
2012-09-17,137.300003,137.710007,137.190002,137.320007,694,137.320007
2012-09-18,136.210007,136.710007,135.720001,136.529999,456,136.529999
2012-09-19,136.960007,137.279999,136.300003,137.229996,131,137.229996
2012-09-20,136.029999,137.240005,136.029999,137.240005,3551,137.240005
2012-09-21,137.550003,138.699997,137.399994,138.479996,2088,138.479996
2012-09-24,137.919998,138.059998,137.539993,137.729996,446,137.729996
2012-09-25,137.669998,137.979996,137.039993,137.979996,737,137.979996
2012-09-26,136.759995,136.759995,134.970001,135.289993,847,135.289993
2012-09-27,135.960007,136.089996,135.169998,135.470001,2164,135.470001
2012-09-28,136.210007,136.289993,134.380005,134.419998,2253,134.419998
2012-10-01,135.429993,136.389999,134.729996,136.169998,414,136.169998
2012-10-02,135.240005,136.589996,135.210007,135.860001,119,135.860001
2012-10-03,135.919998,136.369995,135.350006,136.240005,227,136.240005
2012-10-04,137.050003,137.050003,135.720001,135.940002,354,135.940002
2012-10-05,136.389999,137.800003,136.279999,137.559998,22333,137.559998
2012-10-08,136.580002,136.580002,135.559998,135.690002,1650,135.690002
2012-10-09,135.399994,135.910004,134.589996,134.589996,122,134.589996
2012-10-10,134.419998,134.710007,134.100006,134.179993,251,134.179993
2012-10-11,133.809998,135.850006,133.809998,135.550003,1940,135.550003
2012-10-12,135.220001,135.559998,134.720001,134.720001,1698,134.720001
2012-10-15,135.020004,135.729996,135.020004,135.169998,377,135.169998
2012-10-16,136.080002,137.229996,135.779999,137.229996,7017,137.229996
2012-10-17,137.240005,137.649994,137.240005,137.619995,608,137.619995
2012-10-18,137.970001,138.550003,137.649994,138.339996,1046,138.339996
2012-10-19,138.009995,138.169998,137.039993,137.270004,1385,137.270004
2012-10-22,137.169998,137.369995,136.270004,136.270004,237,136.270004
2012-10-23,136.270004,136.449997,133.479996,133.619995,5513,133.619995
2012-10-24,133.880005,134.139999,132.949997,134,8587,134
2012-10-25,133.910004,135.029999,133.910004,134.240005,383,134.240005
2012-10-26,133.759995,134.880005,133.320007,134.800003,2878,134.800003
2012-10-29,134.279999,134.389999,133.990005,134.25,2003,134.25
2012-10-30,135.5,135.850006,134.960007,135.779999,1504,135.779999
2012-10-31,136.399994,136.770004,135.440002,135.440002,204,135.440002
2012-11-01,136.639999,137.100006,135.350006,136.779999,168,136.779999
2012-11-02,136.669998,137.649994,136.669998,137.330002,2942,137.330002
2012-11-05,136.279999,136.699997,136.279999,136.669998,103,136.669998
2012-11-06,136.779999,137.679993,136.740005,137.550003,1716,137.550003
2012-11-07,138.5,138.539993,135.070007,135.070007,637,135.070007
2012-11-08,135.509995,135.899994,134.380005,134.380005,780,134.380005
2012-11-09,133.800003,134.679993,132.429993,133.710007,663,133.710007
2012-11-12,133.610001,134.169998,133.529999,133.839996,691,133.839996
2012-11-13,132.880005,133.75,132.460007,133.75,3974,133.75
2012-11-14,133.729996,133.75,132.309998,132.630005,103,132.630005
2012-11-15,131.690002,132.149994,131.070007,131.440002,2130,131.440002
2012-11-16,131.429993,131.470001,129.720001,129.720001,555,129.720001
2012-11-19,130.990005,132.929993,130.850006,132.929993,3740,132.929993
2012-11-20,133.169998,133.960007,132.520004,133.869995,264,133.869995
2012-11-21,133.410004,134.199997,133.410004,134.169998,585,134.169998
2012-11-22,134.610001,135.389999,134.610001,135.309998,3079,135.309998
2012-11-23,134.929993,136.509995,134.929993,136.440002,328,136.440002
2012-11-26,136.179993,136.369995,135.960007,136.190002,184,136.190002
2012-11-27,136.929993,137.429993,136.740005,136.979996,5576,136.979996
2012-11-28,136.529999,137.130005,135.919998,137.130005,2262,137.130005
2012-11-29,137.940002,138.380005,137.830002,138.220001,510,138.220001
2012-11-30,138.5,138.919998,138.279999,138.429993,179,138.429993
2012-12-03,138.529999,139.770004,138.529999,138.809998,4091,138.809998
2012-12-04,138.990005,138.990005,138.660004,138.669998,125,138.669998
2012-12-05,139.419998,139.539993,138.789993,138.949997,468,138.949997
2012-12-06,139.600006,140.899994,139.369995,140.630005,3064,140.630005
2012-12-07,140.580002,140.710007,139.889999,140.199997,2851,140.199997
2012-12-10,139.479996,140.520004,139.210007,140.520004,912,140.520004
2012-12-11,140.270004,141.630005,140.270004,141.630005,4123,141.630005
2012-12-12,141.75,142.070007,141.729996,141.940002,528,141.940002
2012-12-13,141.25,141.970001,141.179993,141.179993,189,141.179993
2012-12-14,141.789993,141.789993,141.25,141.509995,2188,141.509995
2012-12-17,141.860001,142,141.330002,141.720001,546,141.720001
2012-12-18,142.529999,142.860001,142.199997,142.690002,403,142.690002
2012-12-19,142.740005,143.130005,142.690002,142.940002,205,142.940002
2012-12-20,142.360001,142.899994,142.360001,142.830002,1323,142.830002
2012-12-21,142.570007,142.570007,141.539993,142.419998,8466,142.419998
2012-12-27,141.240005,144.619995,141.240005,142.509995,7162,142.509995
2012-12-28,141.350006,142.830002,141.179993,141.179993,833,141.179993
2013-01-02,144.940002,145.169998,144.199997,144.839996,7058,144.839996
2013-01-03,144.690002,144.759995,144.309998,144.559998,3760,144.559998
2013-01-04,144.419998,144.979996,144.110001,144.850006,1474,144.850006
2013-01-07,144.929993,144.929993,143.860001,144.020004,3163,144.020004
2013-01-08,143.889999,144.429993,143.410004,143.410004,338,143.410004
2013-01-09,143.479996,143.940002,143.369995,143.940002,481,143.940002
2013-01-10,143.990005,144.820007,143.380005,143.679993,13648,143.679993
2013-01-11,144.220001,144.220001,143.589996,143.589996,3973,143.589996
2013-01-14,144.490005,144.940002,144,144.220001,1199,144.220001
2013-01-15,143.740005,144.070007,143,143.229996,9541,143.229996
2013-01-16,143.100006,143.539993,142.639999,143.539993,1818,143.539993
2013-01-17,143.25,144.789993,142.979996,144.460007,8731,144.460007
2013-01-18,144.830002,144.830002,143.970001,143.970001,3109,143.970001
2013-01-21,144.850006,144.850006,144.160004,144.699997,894,144.699997
2013-01-22,144.050003,144.610001,142.75,143.839996,15897,143.839996
2013-01-23,143.919998,144.339996,143.580002,144.119995,2661,144.119995
2013-01-24,143.380005,144.800003,143.330002,144.759995,14674,144.759995
2013-01-25,144.630005,146.759995,144.630005,146.759995,9007,146.759995
2013-01-28,146.960007,146.990005,146.410004,146.410004,279,146.410004
2013-01-29,146.619995,146.639999,145.979996,146.639999,348,146.639999
2013-01-30,146.729996,146.889999,145.899994,145.929993,3939,145.929993
2013-01-31,145.440002,145.809998,145.179993,145.360001,102,145.360001
2013-02-01,145.300003,146.639999,145.300003,146.5,9993,146.5
2013-02-04,146.369995,146.589996,143.029999,143.029999,14338,143.029999
2013-02-05,142.630005,143.690002,142.630005,143.460007,689,143.460007
2013-02-06,143.919998,143.919998,141.5,142.050003,5404,142.050003
2013-02-07,142.25,142.539993,141.990005,142.179993,2528,142.179993
2013-02-08,142.520004,143.240005,142.300003,143.240005,734,143.240005
2013-02-11,143.139999,143.559998,142.800003,143,9688,143
2013-02-12,142.699997,143.419998,142.619995,143.419998,4848,143.419998
2013-02-13,143.539993,144.850006,143.399994,144.539993,1333,144.539993
2013-02-14,144.389999,144.660004,143,143.149994,4288,143.149994
2013-02-15,142.779999,143.240005,142.479996,142.479996,537,142.479996
2013-02-18,142.360001,143.020004,142.320007,143.020004,260,143.020004
2013-02-19,142.770004,145.25,142.770004,145.25,5333,145.25
2013-02-20,145.619995,145.619995,144.949997,144.949997,4693,144.949997
2013-02-21,143.699997,143.699997,141.889999,142.259995,6731,142.259995
2013-02-22,143.169998,143.639999,142.850006,143.509995,3486,143.509995
2013-02-25,145.100006,146.960007,145.080002,145.460007,18739,145.460007
2013-02-26,142.710007,143.539993,142.460007,142.460007,4118,142.460007
2013-02-27,142.619995,143.75,141.910004,143.75,8105,143.75
2013-02-28,144.839996,145.020004,144.320007,144.960007,207,144.960007
2013-03-01,144.789993,144.869995,143.009995,144.369995,6794,144.369995
2013-03-04,143.600006,144.179993,143.240005,143.970001,2254,143.970001
2013-03-05,145.839996,147.149994,145.600006,147.149994,873,147.149994
2013-03-06,148.559998,148.889999,147.729996,148.100006,78,148.100006
2013-03-07,148.440002,148.619995,148.419998,148.490005,514,148.490005
2013-03-08,149.649994,149.779999,149,149.289993,2668,149.289993
2013-03-11,149.009995,149.289993,148.779999,149.289993,481,149.289993
2013-03-12,149.270004,149.520004,148.610001,148.919998,3545,148.919998
2013-03-13,148.800003,149.100006,148.630005,149.100006,238,149.100006
2013-03-14,150.419998,150.529999,149.860001,150.529999,276,150.529999
2013-03-15,150.470001,150.660004,149.479996,150.130005,818,150.130005
2013-03-18,148.100006,149.699997,148.100006,149.699997,342,149.699997
2013-03-19,149.240005,149.479996,148.679993,148.679993,504,148.679993
2013-03-20,149.729996,149.729996,149.070007,149.509995,6129,149.509995
2013-03-21,149.550003,149.550003,148.300003,148.300003,705,148.300003
2013-03-22,147.789993,148.550003,147.789993,148.020004,1613,148.020004
2013-03-25,149.320007,150.059998,147,147.399994,4274,147.399994
2013-03-26,147.529999,147.960007,147.070007,147.470001,2051,147.470001
2013-03-27,147.289993,147.839996,145.199997,145.860001,10688,145.860001
2013-03-28,145.759995,146.699997,145.699997,145.979996,704,145.979996
2013-04-02,146.270004,148.679993,146.270004,148.679993,5792,148.679993
2013-04-03,148.479996,148.729996,147.559998,147.559998,2156,147.559998
2013-04-04,147.800003,148.339996,146.429993,146.429993,1072,146.429993
2013-04-05,146.5,146.5,143.419998,143.429993,9812,143.429993
2013-04-08,143.929993,144.259995,143.470001,143.470001,785,143.470001
2013-04-09,144.309998,144.410004,142.75,142.860001,1919,142.860001
2013-04-10,143.679993,146.309998,143.589996,146.309998,297,146.309998
2013-04-11,146.110001,147.490005,146.110001,147.490005,6397,147.490005
2013-04-12,146.669998,146.679993,145.110001,145.110001,1057,145.110001
2013-04-15,145.300003,145.300003,143.5,144.470001,249,144.470001
2013-04-16,143.639999,144.160004,143.25,144.059998,5621,144.059998
2013-04-17,144.460007,144.639999,140.199997,140.699997,4035,140.699997
2013-04-18,140.740005,140.929993,139.460007,140.080002,380,140.080002
2013-04-19,140.720001,140.789993,139.259995,139.919998,573,139.919998
2013-04-22,141.029999,141.190002,139.820007,140.339996,140,140.339996
2013-04-23,141.029999,143.699997,139.880005,143.699997,6124,143.699997
2013-04-24,144.270004,145.410004,143.830002,145.410004,3391,145.410004
2013-04-25,145.440002,146.679993,145.440002,146.679993,5565,146.679993
2013-04-26,146.330002,146.75,145.610001,146.320007,72,146.320007
2013-04-29,146.850006,147.399994,146.660004,147.399994,858,147.399994
2013-04-30,149.429993,149.429993,148.080002,148.259995,2122,148.259995
2013-05-02,148.320007,149,147.990005,149,672,149
2013-05-03,148.699997,151.830002,148.699997,151.830002,719,151.830002
2013-05-06,151.729996,152.199997,151.639999,151.639999,546,151.639999
2013-05-07,152.169998,153.110001,152.110001,152.770004,677,152.770004
2013-05-08,153.779999,154.059998,152.910004,154.050003,514,154.050003
2013-05-09,153.960007,154.410004,153.740005,154.410004,147,154.410004
2013-05-10,155.059998,155.080002,154.419998,154.720001,221,154.720001
2013-05-13,154.440002,154.630005,153.649994,154.630005,432,154.630005
2013-05-14,154.089996,155.729996,154.089996,155.729996,148,155.729996
2013-05-15,156.029999,156.119995,155.649994,156.119995,1425,156.119995
2013-05-16,156.039993,156.880005,155.710007,156.240005,1043,156.240005
2013-05-17,155.759995,156.860001,155.649994,156.740005,1952,156.740005
2013-05-20,158.160004,158.160004,157.339996,157.839996,385,157.839996
2013-05-21,157.639999,158.229996,157.050003,158.070007,250,158.070007
2013-05-22,157.990005,159.270004,157.570007,159.270004,799,159.270004
2013-05-23,156.179993,156.179993,154.759995,155.979996,273,155.979996
2013-05-24,155.949997,156.619995,154.429993,155.190002,672,155.190002
2013-05-27,155.820007,156.509995,155.759995,156.509995,607,156.509995
2013-05-28,157.449997,159.009995,157.449997,158.389999,894,158.389999
2013-05-29,157.449997,157.449997,155.470001,155.770004,485,155.770004
2013-05-30,154.729996,156.899994,154.729996,156.740005,388,156.740005
2013-05-31,156.25,156.470001,155,155.899994,1759,155.899994
2013-06-03,155.5,156.360001,153.839996,154.690002,2478,154.690002
2013-06-04,156.919998,156.919998,154.889999,154.889999,148,154.889999
2013-06-05,153.630005,154.649994,152.889999,152.949997,827,152.949997
2013-06-06,153.160004,153.380005,151.460007,151.460007,481,151.460007
2013-06-07,151.380005,154.5,150.369995,154.190002,461,154.190002
2013-06-10,155,155.600006,154.190002,155.070007,246,155.070007
2013-06-11,154,154.240005,152.350006,153.539993,767,153.539993
2013-06-12,153.5,153.850006,152.139999,152.240005,1169,152.240005
2013-06-13,149.580002,151.570007,149.399994,151.300003,361,151.300003
2013-06-14,152.270004,152.759995,151.979996,151.979996,521,151.979996
2013-06-17,154.029999,154.309998,153.270004,153.589996,258,153.589996
2013-06-18,153.029999,154.029999,153.029999,153.970001,666,153.970001
2013-06-19,153.889999,154.770004,152.679993,153.419998,6937,153.419998
2013-06-20,150.449997,150.559998,148.369995,148.449997,1614,148.449997
2013-06-21,149.080002,149.199997,146.160004,146.160004,1876,146.160004
2013-06-24,145.839996,146.259995,143.820007,144.029999,1374,144.029999
2013-06-25,146.110001,146.839996,145.130005,146.309998,1934,146.309998
2013-06-26,146.570007,148.639999,146.300003,148.490005,497,148.490005
2013-06-27,148.649994,149.550003,148.289993,149.529999,221,149.529999
2013-06-28,150.350006,150.350006,148.779999,148.979996,1241,148.979996
2013-07-01,149.679993,149.740005,148,149.440002,1226,149.440002
2013-07-02,149.5,149.529999,147.869995,148.130005,174,148.130005
2013-07-03,146,146.729996,145.300003,146.729996,158,146.729996
2013-07-04,147.899994,149.75,147.449997,149.660004,641,149.660004
2013-07-05,150.139999,150.139999,146.240005,146.240005,6078,146.240005
2013-07-08,147.070007,149.889999,147.070007,149.229996,5507,149.229996
2013-07-09,150.5,151.110001,150.220001,150.979996,389,150.979996
2013-07-10,151.190002,151.289993,150.130005,150.970001,1021,150.970001
2013-07-11,153.080002,153.080002,152.440002,152.929993,299,152.929993
2013-07-12,153.259995,154.240005,153.259995,153.699997,234,153.699997
2013-07-15,153.619995,154.710007,153.619995,154.110001,464,154.110001
2013-07-16,153.860001,154.399994,153.309998,153.619995,717,153.619995
2013-07-17,153.729996,154.649994,152.690002,154.440002,311,154.440002
2013-07-18,154.220001,155.990005,154.089996,155.929993,2858,155.929993
2013-07-19,155.300003,155.970001,155.300003,155.970001,279,155.970001
2013-07-22,156.169998,156.440002,155.710007,155.800003,241,155.800003
2013-07-23,156.470001,156.470001,155.509995,155.550003,685,155.550003
2013-07-24,155.479996,157.330002,155.479996,156.610001,664,156.610001
2013-07-25,156.149994,156.149994,154.869995,155.440002,383,155.440002
2013-07-26,155.830002,156.270004,154.309998,154.529999,162,154.529999
2013-07-29,155.419998,155.419998,154.559998,154.770004,316,154.770004
2013-07-30,155.970001,156.029999,154.820007,155.360001,3990,155.360001
2013-07-31,154.740005,155.300003,154.419998,155.119995,426,155.119995
2013-08-01,156.5,157.619995,156.190002,157.619995,538,157.619995
2013-08-02,158.059998,158.059998,157.449997,157.729996,706,157.729996
2013-08-05,158.190002,158.229996,157.149994,157.639999,577,157.639999
2013-08-06,157.649994,158.220001,155.699997,155.809998,394,155.809998
2013-08-07,154.960007,155.369995,154.779999,155.149994,315,155.149994
2013-08-08,155.949997,156.529999,155.220001,156.210007,428,156.210007
2013-08-09,156.559998,156.929993,155.820007,156.539993,427,156.539993
2013-08-12,156.289993,157,155.089996,156.990005,287,156.990005
2013-08-13,158.470001,158.470001,157.610001,158.089996,146,158.089996
2013-08-14,158.600006,158.600006,157.820007,158.479996,722,158.479996
2013-08-15,158.059998,158.059998,156.380005,157.360001,71,157.360001
2013-08-16,156.369995,157.589996,156.369995,157.589996,159,157.589996
2013-08-19,157.240005,157.369995,156.570007,157.179993,987,157.179993
2013-08-20,155.020004,155.779999,155.020004,155.779999,192,155.779999
2013-08-21,155.720001,155.860001,155.410004,155.520004,58,155.520004
2013-08-22,157,158.059998,155.850006,157.690002,521,157.690002
2013-08-23,157.600006,158.110001,157.470001,158.110001,1220,158.110001
2013-08-26,158.440002,158.440002,157.550003,158.309998,381,158.309998
2013-08-27,158.009995,158.009995,155.029999,155.070007,3243,155.070007
2013-08-28,153.779999,153.960007,152.580002,153.089996,153,153.089996
2013-08-29,153.850006,153.850006,153.779999,153.779999,29,153.779999
2013-08-30,153.380005,153.839996,152.279999,152.279999,116,152.279999
2013-09-02,154.210007,155.300003,154.210007,154.809998,237,154.809998
