"Index","Open","High","Low","Close","Volume","Adjusted"
2010-06-16,115.760002,115.760002,114.949997,115.559998,3227,115.559998
2010-06-17,115.519997,116.480003,115.519997,116.300003,4766,116.300003
2010-06-18,116.440002,116.790001,115.839996,116.160004,11829,116.160004
2010-06-21,118.110001,118.110001,117.379997,117.760002,253,117.760002
2010-06-22,117.309998,117.349998,116.639999,117.160004,5648,117.160004
2010-06-23,116.32,116.5,115.940002,116.019997,15807,116.019997
2010-06-24,116.489998,116.489998,114.150002,114.150002,7562,114.150002
2010-06-25,114.529999,114.529999,113.300003,113.389999,7211,113.389999
2010-06-28,114.580002,114.889999,113.639999,114.889999,9562,114.889999
2010-06-29,113.269997,113.269997,111.160004,111.160004,7195,111.160004
2010-06-30,111.43,111.43,111.220001,111.349998,178,111.349998
2010-07-01,110.07,110.889999,109.389999,109.389999,459,109.389999
2010-07-02,110.099998,110.099998,109.029999,109.029999,628,109.029999
2010-07-05,109.309998,109.309998,108.660004,108.660004,92,108.660004
2010-07-06,109.150002,111.93,109.150002,111.010002,2406,111.010002
2010-07-07,109.980003,111.900002,109.980003,111.900002,1334,111.900002
2010-07-08,112.550003,112.949997,112.239998,112.739998,7702,112.739998
2010-07-09,113.330002,113.330002,113.139999,113.25,240,113.25
2010-07-12,113.040001,113.669998,112.93,113.5,211,113.5
2010-07-13,113.489998,115.739998,113.489998,115.739998,468,115.739998
2010-07-14,116.160004,116.160004,116.010002,116.010002,1,116.010002
2010-07-15,115.629997,116.360001,114.839996,114.839996,59,114.839996
2010-07-16,115.269997,115.540001,112.830002,112.860001,465,112.860001
2010-07-19,112.669998,113.32,112.169998,112.169998,4385,112.169998
2010-07-20,112.849998,112.849998,110.610001,111.480003,6077,111.480003
2010-07-21,112.419998,113.129997,111.959999,111.959999,288,111.959999
2010-07-22,111.540001,114.82,111.5,114.82,9958,114.82
2010-07-23,114.480003,115.5,114.480003,115.290001,348,115.290001
2010-07-26,115.699997,115.75,114.760002,115.75,416,115.75
2010-07-27,116.239998,116.610001,115.68,115.879997,4557,115.879997
2010-07-28,116.489998,116.489998,115.129997,115.419998,2251,115.419998
2010-07-29,115.809998,116.059998,114.360001,114.360001,27264,114.360001
2010-07-30,114.470001,114.760002,113.459999,114.760002,1957,114.760002
2010-08-02,115.57,117.379997,115.57,117.379997,95,117.379997
2010-08-03,117.209999,117.709999,117.209999,117.709999,4356,117.709999
2010-08-04,117.32,118.220001,117.260002,118.220001,50,118.220001
2010-08-05,118.269997,118.459999,118.18,118.18,269,118.18
2010-08-06,118.790001,118.790001,116.889999,116.940002,1320,116.940002
2010-08-09,118.040001,118.540001,118.040001,118.540001,1093,118.540001
2010-08-10,117.949997,117.949997,116.970001,117.220001,669,117.220001
2010-08-11,116.150002,116.150002,114.629997,114.660004,3529,114.660004
2010-08-12,114.75,114.75,114.099998,114.209999,319,114.209999
2010-08-13,114.830002,114.889999,113.449997,113.889999,887,113.889999
2010-08-16,114.230003,114.32,113.099998,113.830002,2186,113.830002
2010-08-17,114.239998,115.639999,114.239998,115.639999,306,115.639999
2010-08-18,115.110001,115.589996,115.07,115.260002,722,115.260002
2010-08-19,115.949997,115.949997,113.209999,113.209999,32,113.209999
2010-08-20,113.690002,113.690002,112,112.019997,784,112.019997
2010-08-23,112.019997,112.489998,111.989998,112.160004,628,112.160004
2010-08-24,111.290001,111.290001,109.300003,110.739998,3696,110.739998
2010-08-25,110.440002,110.779999,109.559998,109.82,4472,109.82
2010-08-26,110.690002,110.919998,110.32,110.32,3334,110.32
2010-08-27,110.040001,111.089996,110.040001,111.089996,328,111.089996
2010-08-30,111.5,111.5,110.32,110.330002,304,110.330002
2010-08-31,108.989998,110.589996,108.989998,110.589996,814,110.589996
2010-09-01,110.830002,113.650002,110.830002,113.650002,5154,113.650002
2010-09-02,113.209999,113.720001,113.209999,113.720001,354,113.720001
2010-09-03,114.019997,115.300003,114.019997,114.559998,690,114.559998
2010-09-06,115.019997,115.07,114.730003,114.989998,2838,114.989998
2010-09-07,114.550003,114.550003,113.699997,114.279999,1050,114.279999
2010-09-08,114.029999,115.269997,113.410004,115.150002,148,115.150002
2010-09-09,114.739998,116.300003,114.620003,116.300003,85,116.300003
2010-09-10,115.809998,116.230003,115.809998,116.099998,993,116.099998
2010-09-13,117.07,117.32,116.699997,117.019997,365,117.019997
2010-09-14,117.040001,117.349998,116.760002,117.349998,315,117.349998
2010-09-15,117.519997,117.519997,116.580002,116.989998,702,116.989998
2010-09-16,117.019997,117.379997,116.739998,116.940002,418,116.940002
2010-09-17,117.830002,118.190002,116.269997,116.269997,715,116.269997
2010-09-20,116.620003,117.800003,116.620003,117.800003,347,117.800003
2010-09-21,117.650002,118.970001,117.650002,117.699997,34893,117.699997
2010-09-22,117.800003,117.800003,116.120003,116.120003,366,116.120003
2010-09-23,117.029999,117.029999,114.82,115.790001,167,115.790001
2010-09-24,115.400002,117.870003,115.32,117.870003,151,117.870003
2010-09-27,118.050003,118.199997,117.309998,117.309998,459,117.309998
2010-09-28,116.690002,117.760002,116.190002,117.370003,380,117.370003
2010-09-29,117.610001,117.610001,116.459999,116.779999,352,116.779999
2010-09-30,116.190002,117.639999,116.190002,116.400002,232,116.400002
2010-10-01,116.919998,117.470001,115.849998,116.18,507,116.18
2010-10-04,116.050003,116.050003,114.599998,114.599998,112,114.599998
2010-10-05,114.779999,116.190002,114.779999,116.190002,83,116.190002
2010-10-06,116.919998,117.620003,116.919998,117.379997,150,117.379997
2010-10-07,117.25,117.440002,117.230003,117.370003,757,117.370003
2010-10-08,117.300003,117.699997,116.989998,117.669998,668,117.669998
2010-10-11,118,118.07,117.830002,118.019997,111,118.019997
2010-10-12,117.150002,118.019997,116.830002,118.010002,543,118.010002
2010-10-13,118.629997,120.449997,118.629997,120.269997,1031,120.269997
2010-10-14,120.769997,121.230003,120.769997,120.779999,929,120.779999
2010-10-15,121.129997,121.629997,120.940002,121.5,307,121.5
2010-10-18,121.07,121.919998,121,121.849998,208,121.849998
2010-10-19,121.769997,122.260002,121.349998,121.410004,7988,121.410004
2010-10-20,121.059998,121.970001,121,121.970001,769,121.970001
2010-10-21,121.75,123.650002,121.75,123.650002,470,123.650002
2010-10-22,123.389999,123.830002,123.279999,123.57,3568,123.57
2010-10-25,124.339996,125.059998,124.129997,124.150002,9300,124.150002
2010-10-26,124.07,124.260002,123.599998,123.629997,6868,123.629997
2010-10-27,123.360001,123.910004,122.82,122.82,2457,122.82
2010-10-28,123.400002,124.139999,123.300003,123.300003,306,123.300003
2010-10-29,123.139999,123.639999,122.919998,123.370003,1841,123.370003
2010-11-01,124.32,124.32,123.239998,123.449997,140,123.449997
2010-11-02,123.339996,124.410004,123.339996,124.300003,277,124.300003
2010-11-03,124.489998,124.75,123.389999,123.559998,326,123.559998
2010-11-04,124.739998,126.050003,124.739998,125.830002,8095,125.830002
2010-11-05,126.089996,126.589996,125.449997,126.220001,10077,126.220001
2010-11-08,126.019997,126.190002,125.879997,126.190002,988,126.190002
2010-11-09,126.029999,127.239998,126.029999,126.889999,863,126.889999
2010-11-10,126.529999,126.650002,125,125.610001,17011,125.610001
2010-11-11,126.139999,126.139999,125.400002,125.639999,50,125.639999
2010-11-12,124.360001,125.900002,123.790001,125.900002,18369,125.900002
2010-11-15,125.43,127.089996,125.059998,126.889999,12631,126.889999
2010-11-16,126.260002,126.540001,124.599998,124.599998,3290,124.599998
2010-11-17,124.510002,125.330002,124.510002,125.330002,628,125.330002
2010-11-18,126.519997,127.800003,126.43,127.800003,8217,127.800003
2010-11-19,128.139999,128.139999,127.309998,128.089996,484,128.089996
2010-11-22,128.919998,128.940002,127.489998,127.559998,771,127.559998
2010-11-23,127.010002,127.339996,125.489998,125.489998,7963,125.489998
2010-11-24,125.980003,127.790001,125.68,127.599998,867,127.599998
2010-11-25,127.690002,128.679993,127.690002,128.649994,4235,128.649994
2010-11-26,128.009995,128.399994,126.760002,128.100006,10762,128.100006
2010-11-29,128.460007,129.029999,125.290001,125.290001,24933,125.290001
2010-11-30,125.93,126.440002,124.5,125,4097,125
2010-12-01,126.160004,128.470001,126.160004,128.470001,1047,128.470001
2010-12-02,129.070007,130.360001,128.360001,130.350006,7061,130.350006
2010-12-03,130.25,130.660004,129.820007,130.339996,5156,130.339996
2010-12-06,130.759995,130.789993,130.160004,130.440002,10667,130.440002
2010-12-07,131.070007,132.009995,130.729996,131.330002,3637,131.330002
2010-12-08,130.949997,131.380005,130.539993,130.770004,1514,130.770004
2010-12-09,131.529999,131.529999,130.259995,130.339996,4536,130.339996
2010-12-10,130.690002,131.369995,130.690002,131.369995,1133,131.369995
2010-12-13,131.649994,131.919998,131.649994,131.830002,310,131.830002
2010-12-14,131.899994,131.899994,131.580002,131.770004,567,131.770004
2010-12-15,131.440002,131.779999,130.809998,131.630005,13356,131.630005
2010-12-16,131.600006,131.820007,131.289993,131.800003,408,131.800003
2010-12-17,132,132,131,131.020004,849,131.020004
2010-12-20,131.199997,132.350006,131.199997,131.75,4025,131.75
2010-12-21,132.279999,132.919998,132.279999,132.789993,345,132.789993
2010-12-22,132.779999,132.919998,132.759995,132.759995,856,132.759995
2010-12-23,132.770004,132.929993,132.460007,132.460007,431,132.460007
2010-12-27,131.910004,131.910004,130.410004,130.889999,1347,130.889999
2010-12-28,130.979996,131.089996,130.630005,130.899994,540,130.899994
2010-12-29,131.110001,131.490005,131.110001,131.350006,586,131.350006
2010-12-30,131.610001,131.610001,128.880005,128.880005,2620,128.880005
2011-01-03,131.5,132,131.300003,131.470001,333,131.470001
2011-01-04,131.360001,131.960007,131.089996,131.149994,452,131.149994
2011-01-05,130.839996,130.839996,128.880005,130.289993,279,130.289993
2011-01-06,130.639999,132.089996,130.639999,131.009995,3748,131.009995
2011-01-07,131.279999,131.279999,130.440002,130.440002,445,130.440002
2011-01-10,130.070007,130.070007,128.399994,128.630005,3684,128.630005
2011-01-11,129.350006,130.589996,129.179993,130.589996,398,130.589996
2011-01-12,131.089996,132.740005,131.089996,132.740005,310,132.740005
2011-01-13,133.089996,133.089996,132.350006,132.789993,1237,132.789993
2011-01-14,132.460007,132.669998,131.850006,132.669998,671,132.669998
2011-01-17,132.860001,132.860001,132.399994,132.669998,597,132.669998
2011-01-18,133.199997,134,133.199997,133.940002,499,133.940002
2011-01-19,134.100006,134.110001,132.729996,132.740005,1172,132.740005
2011-01-20,132.539993,132.539993,131,131.509995,8966,131.509995
2011-01-21,131.839996,133.009995,131.520004,132.119995,9250,132.119995
2011-01-24,132.539993,132.539993,130.990005,132.229996,9125,132.229996
2011-01-25,132.850006,132.850006,131.839996,132.029999,8026,132.029999
2011-01-26,132.570007,133.970001,132.570007,133.429993,4230,133.429993
2011-01-27,133.399994,134.25,133.399994,134.039993,13460,134.039993
2011-01-28,134,134.559998,132.970001,132.970001,3744,132.970001
2011-01-31,132.850006,132.960007,132.199997,132.570007,318,132.570007
2011-02-01,133.449997,134.520004,133.100006,134.440002,1554,134.440002
2011-02-02,134.860001,135.080002,134.059998,134.330002,1478,134.330002
2011-02-03,134.289993,134.529999,133.729996,134.529999,2019,134.529999
2011-02-04,134.899994,135.070007,134.440002,134.960007,670,134.960007
2011-02-07,135.210007,136.369995,135.149994,136.369995,1647,136.369995
2011-02-08,136.240005,137.190002,136.240005,137.190002,5112,137.190002
2011-02-09,137.029999,137.589996,137,137.050003,1295,137.050003
2011-02-10,137.149994,137.360001,136.240005,137.350006,1289,137.350006
2011-02-11,136.860001,138.080002,136.5,138.080002,772,138.080002
2011-02-14,138.630005,138.850006,138.399994,138.559998,959,138.559998
2011-02-15,138.570007,138.809998,138.369995,138.529999,1432,138.529999
2011-02-16,139.800003,139.800003,138.559998,139.800003,1013,139.800003
2011-02-17,138.910004,138.910004,138,138.600006,1835,138.600006
2011-02-18,138.880005,138.979996,138.169998,138.979996,4337,138.979996
2011-02-21,138.600006,139.169998,136.940002,137.009995,1914,137.009995
2011-02-22,136.309998,137.309998,136,136.919998,1437,136.919998
2011-02-23,136.5,136.529999,134.449997,134.449997,6498,134.449997
2011-02-24,133.210007,133.429993,132.850006,133.229996,1643,133.229996
2011-02-25,133.270004,134.479996,133.270004,134.419998,1171,134.419998
2011-02-28,134.089996,136.630005,133.860001,136.139999,1107,136.139999
2011-03-01,136.919998,137.410004,134.75,135.300003,682,135.300003
2011-03-02,134.139999,134.789993,133.440002,134.410004,1711,134.410004
2011-03-03,135.080002,136.169998,134.869995,135.110001,1486,135.110001
2011-03-04,135.720001,136.399994,133.889999,134.169998,19934,134.169998
2011-03-07,134.5,135.270004,133.429993,133.940002,4912,133.940002
2011-03-08,134.869995,134.869995,132.699997,134.139999,861,134.139999
2011-03-09,134.279999,134.949997,133.440002,133.529999,1073,133.529999
2011-03-10,132.470001,132.759995,131.369995,132.080002,1275,132.080002
2011-03-11,130.479996,131.050003,130.380005,130.550003,2743,130.550003
2011-03-14,128.270004,129.699997,128.190002,128.429993,951,128.429993
2011-03-15,124.849998,125.300003,121.059998,124.629997,5689,124.629997
2011-03-16,125.639999,125.940002,122.07,122.07,2084,122.07
2011-03-17,122.900002,125.260002,122.650002,124.779999,1388,124.779999
2011-03-18,125.790001,126.239998,125.07,125.099998,2127,125.099998
2011-03-21,127.099998,127.809998,127.099998,127.690002,914,127.690002
2011-03-22,127.910004,127.910004,127.019997,127.019997,2526,127.019997
2011-03-23,126.300003,127.410004,125.900002,127.389999,2448,127.389999
2011-03-24,127.199997,129.889999,126.5,129.889999,2568,129.889999
2011-03-25,130.479996,130.720001,129.729996,130.149994,1618,130.149994
2011-03-28,129.729996,130.580002,129.490005,130.080002,5748,130.080002
2011-03-29,130.339996,130.339996,128.619995,129.869995,7490,129.869995
2011-03-30,131.429993,132.160004,131.270004,132.110001,2866,132.110001
2011-03-31,132.339996,132.380005,131.809998,131.929993,664,131.929993
2011-04-01,132.899994,134.699997,132.789993,134.479996,2180,134.479996
2011-04-04,134.509995,134.770004,134.380005,134.419998,1765,134.419998
2011-04-05,134.330002,134.669998,133.660004,134.429993,1185,134.429993
2011-04-06,134.800003,135.309998,134.100006,135.009995,2170,135.009995
2011-04-07,135.039993,135.270004,134.25,134.25,697,134.25
2011-04-08,135.050003,135.059998,134.660004,134.839996,669,134.839996
2011-04-11,134.789993,134.789993,133.770004,134.389999,1115,134.389999
2011-04-12,133.139999,133.509995,132.490005,132.490005,1018,132.490005
2011-04-13,133.020004,134.279999,133.020004,133.960007,1492,133.960007
2011-04-14,133.449997,133.929993,132.720001,133.240005,933,133.240005
2011-04-15,133.649994,134.039993,133.490005,133.899994,11302,133.899994
2011-04-18,133.740005,133.740005,130.690002,131.059998,1454,131.059998
2011-04-19,131.619995,131.889999,131.300003,131.300003,1315,131.300003
2011-04-20,133.210007,135.440002,133.210007,135.169998,1631,135.169998
2011-04-21,136.039993,136.300003,135.800003,135.949997,648,135.949997
2011-04-26,135.820007,137.360001,135.820007,137.360001,2030,137.360001
2011-04-27,137.570007,138.75,137.399994,138.330002,1766,138.330002
2011-04-28,139.179993,139.660004,138.710007,139.660004,2399,139.660004
2011-04-29,139.630005,140.309998,139.399994,140.309998,1956,140.309998
2011-05-02,141.449997,141.509995,140.529999,140.529999,13168,140.529999
2011-05-03,140.339996,140.339996,138.960007,139.960007,1106,139.960007
2011-05-04,139.610001,140.5,137.449997,137.619995,11549,137.619995
2011-05-05,138.210007,138.399994,136.119995,137.509995,8326,137.509995
2011-05-06,137.759995,139.470001,137.199997,139.460007,7263,139.460007
2011-05-09,138.990005,139.419998,137.970001,138.139999,3520,138.139999
2011-05-10,138.690002,140.279999,138.470001,139.649994,3203,139.649994
2011-05-11,140.309998,140.789993,139.199997,139.690002,1277,139.690002
2011-05-12,138.179993,138.550003,137.089996,138.550003,6254,138.550003
2011-05-13,139.289993,139.550003,137.759995,137.789993,8353,137.789993
2011-05-16,NA,NA,NA,NA,NA,NA
2011-05-17,136.880005,137.070007,135.050003,135.110001,21915,135.110001
2011-05-18,136.350006,136.570007,135.479996,135.889999,802,135.889999
2011-05-19,136.800003,137.850006,136.309998,136.940002,22401,136.940002
2011-05-20,137.110001,137.899994,135.279999,135.279999,4638,135.279999
2011-05-23,134.5,134.5,132.449997,132.610001,5816,132.610001
2011-05-24,132.809998,133.860001,132.809998,133.169998,4559,133.169998
2011-05-25,131.720001,133.600006,131.720001,133.600006,1539,133.600006
2011-05-26,134.389999,134.389999,132.059998,132.570007,1892,132.570007
2011-05-27,134.009995,134.009995,132.770004,133.490005,2196,133.490005
2011-05-30,133.600006,134.179993,133.399994,133.399994,727,133.399994
2011-05-31,135.029999,136.470001,135,135.919998,984,135.919998
2011-06-01,136.130005,136.279999,134.520004,134.600006,2121,134.600006
2011-06-02,133.589996,133.589996,132.050003,132.050003,3,132.050003
2011-06-03,132.460007,132.940002,131.5,132.660004,762,132.660004
2011-06-06,132.809998,132.929993,132.080002,132.330002,4201,132.330002
2011-06-07,132.630005,133.380005,132.600006,132.600006,1297,132.600006
2011-06-08,132.240005,132.240005,130.520004,131.699997,9974,131.699997
2011-06-09,131.860001,133.789993,131.490005,133.610001,1045,133.610001
2011-06-10,133.360001,133.979996,131.869995,131.899994,1047,131.899994
2011-06-13,131.990005,132.300003,131.850006,132.089996,47,132.089996
2011-06-14,133.490005,134.429993,133.490005,134.270004,2790,134.270004
2011-06-15,133.789993,134.110001,132.479996,132.699997,1687,132.699997
2011-06-16,131.759995,132.5,130.770004,132.5,2892,132.5
2011-06-17,131.910004,134.339996,131.199997,133.369995,6438,133.369995
2011-06-20,131.720001,133.179993,131.600006,133.149994,2093,133.149994
2011-06-21,134.119995,135.710007,133.949997,135.710007,10243,135.710007
2011-06-22,135.479996,136.070007,135.360001,135.559998,1542,135.559998
2011-06-23,134.679993,134.800003,132.649994,133.169998,2416,133.169998
2011-06-24,134.869995,135.470001,132.660004,132.850006,2214,132.850006
2011-06-27,132.559998,133.259995,132.080002,132.419998,4201,132.419998
2011-06-28,NA,NA,NA,NA,NA,NA
2011-06-29,134.860001,136.100006,134.860001,135.910004,3816,135.910004
2011-06-30,136.160004,137.600006,134.660004,137.600006,8969,137.600006
2011-07-01,137.470001,138.470001,137.199997,138.179993,649,138.179993
2011-07-04,136.199997,138.899994,136.199997,138.800003,4572,138.800003
2011-07-05,138.679993,139.380005,138.679993,138.820007,2389,138.820007
2011-07-06,138.910004,138.910004,138.149994,138.610001,7160,138.610001
2011-07-07,139.179993,140.020004,138.979996,139.490005,1014,139.490005
2011-07-08,139.990005,140.320007,138.190002,138.190002,4126,138.190002
2011-07-11,137.139999,137.300003,134.270004,134.839996,10355,134.839996
2011-07-12,132.889999,134.639999,131,134,80668,134
2011-07-13,133.979996,135.889999,133.979996,135.779999,7012,135.779999
2011-07-14,134.869995,135.75,134.759995,134.770004,14855,134.770004
2011-07-15,134.050003,135.330002,133.940002,135.029999,4764,135.029999
2011-07-18,133.880005,133.880005,132.630005,132.860001,21978,132.860001
2011-07-19,133.5,135.199997,132.600006,134.350006,10336,134.350006
2011-07-20,135.119995,135.679993,134.080002,134.970001,4102,134.970001
2011-07-21,135.759995,136.619995,133.580002,136.110001,20315,136.110001
2011-07-22,137.110001,137.110001,136.039993,136.740005,7908,136.740005
2011-07-25,135.479996,137.259995,135.479996,137.149994,9721,137.149994
2011-07-26,137.460007,137.600006,136.300003,137.039993,2059,137.039993
2011-07-27,136.229996,136.690002,134.570007,135.130005,9279,135.130005
2011-07-28,133.369995,134.139999,132.720001,133.940002,8033,133.940002
2011-07-29,132.339996,133.509995,131.619995,133.440002,5932,133.440002
2011-08-01,135.520004,135.520004,129.460007,129.619995,7828,129.619995
2011-08-02,128.889999,129.100006,126.32,126.639999,26009,126.639999
2011-08-03,124.910004,125.910004,122,123.669998,15712,123.669998
2011-08-04,124.959999,125.139999,119.160004,119.449997,18826,119.449997
2011-08-05,115.169998,119.459999,114.919998,116.220001,47511,116.220001
2011-08-08,115.309998,116.410004,109.760002,110.160004,69325,110.160004
2011-08-09,110.559998,111.629997,103.629997,110.169998,40795,110.169998
2011-08-10,112.769997,113.440002,105.07,105.07,24072,105.07
2011-08-11,107.68,108.290001,102.860001,108.199997,7365,108.199997
2011-08-12,107.75,112.709999,107.150002,112.160004,4770,112.160004
2011-08-15,113.5,113.5,112.559998,112.559998,903,112.559998
2011-08-16,111.269997,111.779999,109.550003,111.779999,2520,111.779999
2011-08-17,110.489998,112.029999,110.059998,111.010002,623,111.010002
2011-08-18,109.239998,109.639999,103.940002,104.519997,6336,104.519997
2011-08-19,103.510002,103.669998,99.830002,102.290001,5346,102.290001
2011-08-22,101.150002,104.269997,101.150002,101.940002,7284,101.940002
2011-08-23,103.279999,104.980003,102.129997,103.110001,5032,103.110001
2011-08-24,104.150002,106.029999,102.919998,106.029999,297,106.029999
2011-08-25,107.199997,107.68,101.699997,104.449997,14707,104.449997
2011-08-26,104.099998,104.099998,101.879997,103.480003,1756,103.480003
2011-08-29,105.190002,106.389999,104.690002,106.040001,657,106.040001
2011-08-30,106.949997,106.949997,104.629997,105.639999,1542,105.639999
2011-08-31,106.290001,109.459999,106.190002,108.07,1455,108.07
2011-09-01,108.129997,108.129997,105.650002,106.980003,287,106.980003
2011-09-02,105.349998,105.349998,103.18,103.629997,625,103.629997
2011-09-05,101.400002,101.400002,98.220001,98.220001,6362,98.220001
2011-09-06,98.709999,99.849998,96.739998,97.379997,1416,97.379997
2011-09-07,99.650002,101.260002,99.470001,101.260002,1540,101.260002
2011-09-08,101.360001,102.260002,99.959999,101.5,22074,101.5
2011-09-09,101.019997,101.019997,97,97.260002,4404,97.260002
2011-09-12,94.260002,95.650002,93.059998,95.25,3273,95.25
2011-09-13,96.230003,97.629997,94.080002,96.440002,8692,96.440002
2011-09-14,95.610001,99.870003,95.610001,99.82,1873,99.82
2011-09-15,101.25,103.68,101.25,102.82,775,102.82
2011-09-16,104.459999,105,103.699997,104.330002,2315,104.330002
2011-09-19,101.970001,101.970001,100.400002,101.309998,788,101.309998
2011-09-20,100.959999,104.25,100.959999,104.089996,872,104.089996
2011-09-21,103.639999,103.639999,101.559998,101.559998,125,101.559998
2011-09-22,97.830002,98.139999,96.449997,96.449997,4589,96.449997
2011-09-23,97.519997,97.519997,93.589996,96.959999,3207,96.959999
2011-09-26,94.349998,100.800003,94.349998,99.470001,6632,99.470001
2011-09-27,102.440002,104.790001,102.169998,104.790001,4136,104.790001
2011-09-28,103.910004,105.57,103.440002,104.089996,432,104.089996
2011-09-29,103.650002,106,103.650002,105.040001,1795,105.040001
2011-09-30,103.809998,104,101.760002,102.360001,397,102.360001
2011-10-03,98.489998,100.419998,98.489998,100.169998,303,100.169998
2011-10-04,98.339996,98.339996,95.660004,97.029999,666,97.029999
2011-10-05,99.129997,101.629997,97.809998,101.629997,191,101.629997
2011-10-06,102.360001,104.989998,101.800003,104.989998,1003,104.989998
2011-10-07,104.790001,105.940002,104.370003,105.610001,299,105.610001
2011-10-10,106.18,109,105.389999,108.830002,279,108.830002
2011-10-11,108.230003,109.43,107.760002,109.18,543,109.18
2011-10-12,108.68,111.620003,108.050003,111.610001,1597,111.610001
2011-10-13,111.370003,111.370003,109.699997,110.18,254,110.18
2011-10-14,110.43,112.110001,109.650002,111.309998,1070,111.309998
2011-10-17,112.010002,113.279999,109.190002,109.190002,3168,109.190002
2011-10-18,107.599998,109.610001,107.559998,109.610001,764,109.610001
2011-10-19,110.290001,110.93,109.989998,110.129997,115,110.129997
2011-10-20,108.300003,109.709999,107.480003,107.480003,334,107.480003
2011-10-21,106.379997,111.330002,106.379997,111.330002,751,111.330002
2011-10-24,112.980003,113.220001,111.010002,113.050003,103674,113.050003
2011-10-25,112.559998,114.720001,111.290001,112.730003,1471,112.730003
2011-10-26,112.279999,114.300003,111.220001,112.209999,501,112.209999
2011-10-27,115.699997,118.120003,115.699997,118.120003,1348,118.120003
2011-10-28,118.529999,119.57,117.620003,118.339996,3871,118.339996
2011-10-31,117.260002,117.260002,114.440002,114.440002,955,114.440002
2011-11-01,110.660004,110.690002,107.540001,108.830002,2350,108.830002
2011-11-02,110.010002,111.589996,109.110001,111.260002,1249,111.260002
2011-11-03,111.419998,114.540001,111.419998,114.43,8529,114.43
2011-11-04,114.870003,114.870003,110.989998,111.459999,14749,111.459999
2011-11-07,110.389999,111.610001,109.110001,110.800003,3502,110.800003
2011-11-08,111.239998,113.480003,111.239998,111.519997,1783,111.519997
2011-11-09,112.959999,112.959999,107.949997,109.07,9820,109.07
2011-11-10,107.410004,110.309998,107.410004,109.650002,856,109.650002
2011-11-11,109.610001,112.959999,109.610001,112.959999,1148,112.959999
2011-11-14,113.980003,113.980003,110.93,111.519997,1019,111.519997
2011-11-15,111.339996,111.470001,108.980003,110.650002,12425,110.650002
2011-11-16,109.790001,112.029999,109.470001,110.349998,3697,110.349998
2011-11-17,109.709999,110.019997,108.279999,109.169998,6377,109.169998
2011-11-18,108.970001,109.699997,108.129997,108.129997,7444,108.129997
2011-11-21,107.440002,107.440002,104.330002,104.5,1674,104.5
2011-11-22,105.610001,105.849998,103.32,103.32,1524,103.32
2011-11-23,102.529999,103.93,101.860001,101.860001,2862,101.860001
2011-11-24,103.07,103.690002,101.18,101.360001,3351,101.360001
2011-11-25,101.32,102.660004,100.449997,102.529999,710,102.529999
2011-11-28,104.32,107.139999,104.32,107.139999,452,107.139999
2011-11-29,106.669998,108.32,106.589996,108.199997,378,108.199997
2011-11-30,107.139999,113.540001,107.129997,113.540001,2669,113.540001
2011-12-01,112.989998,113.290001,112.330002,112.57,3903,112.57
2011-12-02,114.199997,114.5,113.339996,113.339996,444,113.339996
2011-12-05,114.260002,114.900002,113.839996,113.839996,3328,113.839996
2011-12-06,112.230003,113.290001,112.230003,112.510002,1143,112.510002
2011-12-07,114.07,114.199997,111.120003,111.889999,525,111.889999
2011-12-08,113.080002,113.080002,109.550003,109.550003,7063,109.550003
2011-12-09,108.449997,111.989998,108.449997,111.589996,3558,111.589996
2011-12-12,110.480003,110.480003,107.949997,107.949997,2306,107.949997
2011-12-13,108.389999,108.709999,107.089996,107.790001,1310,107.790001
2011-12-14,106.75,107.120003,105.839996,105.839996,350,105.839996
2011-12-15,106.25,107.82,106.25,106.879997,1672,106.879997
2011-12-16,107.080002,107.230003,106.18,106.18,272,106.18
2011-12-19,105.400002,107.400002,105.400002,105.68,455,105.68
2011-12-20,105.059998,109.099998,105.059998,109.099998,1920,109.099998
2011-12-21,110.25,110.449997,108.07,108.07,898,108.07
2011-12-22,109.379997,109.379997,109.050003,109.120003,581,109.120003
2011-12-23,110.120003,110.120003,109.349998,109.709999,1055,109.709999
2011-12-27,110.239998,110.290001,109.790001,109.860001,3456,109.860001
2011-12-28,109.489998,110,107.709999,107.709999,75,107.709999
2011-12-29,108.190002,108.93,107.940002,108.93,231,108.93
2011-12-30,109.410004,110.25,108.839996,110.25,282,110.25
2012-01-02,110.290001,113.129997,110.290001,113.129997,3444,113.129997
2012-01-03,114.339996,114.910004,113.959999,114.790001,749,114.790001
2012-01-04,114.589996,114.589996,113.660004,113.970001,448,113.970001
2012-01-05,114.150002,114.150002,112.93,113.699997,3506,113.699997
2012-01-06,114.050003,114.550003,112.360001,113.169998,7581,113.169998
2012-01-09,113,113.309998,112.349998,112.480003,26192,112.480003
2012-01-10,113.68,115.480003,113.660004,115.07,1913,115.07
2012-01-11,114.989998,115.330002,114.57,115.050003,646,115.050003
2012-01-12,115.160004,116.599998,115.010002,115.43,4551,115.43
2012-01-13,116.57,116.57,113.809998,114.870003,567,114.870003
2012-01-16,114.360001,116.25,114.120003,116.25,2075,116.25
2012-01-17,117.790001,118.5,117.529999,118.25,6182,118.25
2012-01-18,118.230003,119.07,117.459999,118.699997,1458,118.699997
